Date,price
"Jan 23, 2017",2.368
"Jan 30, 2017",2.337
"Feb 06, 2017",2.333
"Feb 13, 2017",2.34
"Feb 20, 2017",2.336
"Feb 27, 2017",2.346
"Mar 06, 2017",2.375
"Mar 13, 2017",2.353
"Mar 20, 2017",2.35
"Mar 27, 2017",2.341
"Apr 03, 2017",2.393
"Apr 10, 2017",2.463
"Apr 17, 2017",2.468
"Apr 24, 2017",2.484
"May 01, 2017",2.444
"May 08, 2017",2.401
"May 15, 2017",2.396
"May 22, 2017",2.418
"May 29, 2017",2.418
"Jun 05, 2017",2.437
"Jun 12, 2017",2.389
"Jun 19, 2017",2.339
"Jun 26, 2017",2.316
"Jul 03, 2017",2.278
"Jul 10, 2017",2.324
"Jul 17, 2017",2.303
"Jul 24, 2017",2.34
"Jul 31, 2017",2.386
"Aug 07, 2017",2.405
"Aug 14, 2017",2.416
"Aug 21, 2017",2.389
"Aug 28, 2017",2.438
"Sep 04, 2017",2.722
"Sep 11, 2017",2.728
"Sep 18, 2017",2.678
"Sep 25, 2017",2.629
"Oct 02, 2017",2.614
"Oct 09, 2017",2.547
"Oct 16, 2017",2.532
"Oct 23, 2017",2.523
"Oct 30, 2017",2.526
"Nov 06, 2017",2.583
"Nov 13, 2017",2.619
"Nov 20, 2017",2.597
"Nov 27, 2017",2.562
"Dec 04, 2017",2.528
"Dec 11, 2017",2.519
"Dec 18, 2017",2.478
"Dec 25, 2017",2.502
"Jan 01, 2018",2.554
"Jan 08, 2018",2.548
"Jan 15, 2018",2.589
"Jan 22, 2018",2.601
"Jan 29, 2018",2.634
"Feb 05, 2018",2.661
"Feb 12, 2018",2.63
"Feb 19, 2018",2.576
"Feb 26, 2018",2.561
"Mar 05, 2018",2.582
"Mar 12, 2018",2.574
"Mar 19, 2018",2.612
"Mar 26, 2018",2.659
"Apr 02, 2018",2.71
"Apr 09, 2018",2.707
"Apr 16, 2018",2.762
